Section,C1,L=1.0,L=1.5,L=2.0,L=2.5,L=3.0,L=3.5,L=4.0,L=5.0,L=6.0,L=7.0,L=8.0,L=9.0,L=10.0,L=11.0,L=12.0,L=13.0,L=14.0,Iy_cm4
1016 x 305 x 584,1,6870,6870,6870,6870,6870,6550,6240,5700,5240,4840,4500,4200,3940,3710,3500,3320,3160,1246000
1016 x 305 x 584,1.13,6870,6870,6870,6870,6870,6850,6570,6060,5610,5220,4880,4580,4300,4060,3850,3650,3480,1246000
1016 x 305 x 584,1.35,6870,6870,6870,6870,6870,6870,6870,6550,6140,5770,5440,5140,4870,4620,4400,4190,4000,1246000
1016 x 305 x 584,1.5,6870,6870,6870,6870,6870,6870,6870,6830,6440,6090,5770,5480,5210,4970,4740,4530,4330,1246000
1016 x 305 x 584,1.77,6870,6870,6870,6870,6870,6870,6870,6870,6870,6570,6280,6010,5750,5510,5290,5080,4880,1246000
1016 x 305 x 584,2,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6640,6380,6140,5920,5700,5500,5300,1246000
1016 x 305 x 584,2.5,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6870,6820,6620,6420,6240,6060,1246000
1016 x 305 x 494,1,5970,5970,5970,5970,5860,5550,5260,4750,4310,3940,3620,3340,3100,2900,2720,2560,2420,1028000
1016 x 305 x 494,1.13,5970,5970,5970,5970,5970,5820,5550,5070,4640,4270,3940,3660,3410,3190,3000,2830,2670,1028000
1016 x 305 x 494,1.35,5970,5970,5970,5970,5970,5970,5950,5510,5110,4760,4430,4150,3890,3660,3450,3260,3090,1028000
1016 x 305 x 494,1.5,5970,5970,5970,5970,5970,5970,5970,5760,5390,5040,4730,4440,4190,3950,3740,3540,3360,1028000
1016 x 305 x 494,1.77,5970,5970,5970,5970,5970,5970,5970,5970,5800,5480,5190,4920,4660,4430,4220,4020,3830,1028000
1016 x 305 x 494,2,5970,5970,5970,5970,5970,5970,5970,5970,5970,5790,5520,5260,5020,4790,4580,4380,4190,1028000
1016 x 305 x 494,2.5,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5860,5640,5440,5240,5060,4880,1028000
1016 x 305 x 438,1,5300,5300,5300,5300,5170,4890,4620,4150,3740,3400,3100,2850,2630,2450,2290,2150,2020,910000
1016 x 305 x 438,1.13,5300,5300,5300,5300,5300,5140,4890,4440,4040,3690,3380,3120,2890,2700,2520,2360,2230,910000
1016 x 305 x 438,1.35,5300,5300,5300,5300,5300,5300,5250,4840,4460,4120,3820,3550,3310,3100,2910,2740,2580,910000
1016 x 305 x 438,1.5,5300,5300,5300,5300,5300,5300,5300,5060,4710,4380,4090,3820,3580,3360,3160,2980,2820,910000
1016 x 305 x 438,1.77,5300,5300,5300,5300,5300,5300,5300,5300,5080,4780,4500,4240,4000,3780,3580,3390,3220,910000
1016 x 305 x 438,2,5300,5300,5300,5300,5300,5300,5300,5300,5300,5060,4800,4550,4320,4100,3900,3720,3540,910000
1016 x 305 x 438,2.5,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5300,5100,4890,4690,4500,4320,4150,910000
1016 x 305 x 415,1,4990,4990,4990,4990,4840,4570,4320,3860,3470,3140,2850,2610,2410,2240,2080,1950,1840,853000
1016 x 305 x 415,1.13,4990,4990,4990,4990,4990,4800,4560,4130,3740,3410,3120,2870,2650,2460,2300,2150,2020,853000
1016 x 305 x 415,1.35,4990,4990,4990,4990,4990,4990,4910,4510,4150,3820,3530,3270,3040,2830,2650,2490,2340,853000
1016 x 305 x 415,1.5,4990,4990,4990,4990,4990,4990,4990,4730,4380,4060,3780,3520,3280,3080,2890,2710,2560,853000
1016 x 305 x 415,1.77,4990,4990,4990,4990,4990,4990,4990,4990,4740,4440,4170,3920,3690,3470,3280,3100,2940,853000
1016 x 305 x 415,2,4990,4990,4990,4990,4990,4990,4990,4990,4980,4710,4450,4210,3990,3780,3580,3400,3230,853000
1016 x 305 x 415,2.5,4990,4990,4990,4990,4990,4990,4990,4990,4990,4990,4940,4730,4530,4340,4150,3970,3810,853000
1016 x 305 x 393,1,4720,4720,4720,4720,4570,4310,4070,3630,3250,2930,2660,2430,2240,2070,1930,1800,1690,808000
1016 x 305 x 393,1.13,4720,4720,4720,4720,4720,4530,4300,3890,3520,3190,2910,2670,2460,2280,2120,1980,1860,808000
1016 x 305 x 393,1.35,4720,4720,4720,4720,4720,4720,4630,4250,3900,3580,3300,3050,2820,2630,2450,2300,2160,808000
1016 x 305 x 393,1.5,4720,4720,4720,4720,4720,4720,4720,4450,4120,3810,3530,3280,3060,2850,2670,2510,2360,808000
1016 x 305 x 393,1.77,4720,4720,4720,4720,4720,4720,4720,4720,4460,4170,3910,3660,3440,3230,3040,2870,2710,808000
1016 x 305 x 393,2,4720,4720,4720,4720,4720,4720,4720,4720,4690,4430,4180,3940,3720,3520,3330,3150,2990,808000
1016 x 305 x 393,2.5,4720,4720,4720,4720,4720,4720,4720,4720,4720,4720,4640,4440,4240,4050,3870,3700,3530,808000
1016 x 305 x 350,1,4400,4400,4400,4400,4220,3970,3740,3310,2940,2630,2370,2150,1960,1810,1680,1560,1460,723000
1016 x 305 x 350,1.13,4400,4400,4400,4400,4400,4180,3960,3550,3190,2870,2600,2360,2160,1990,1840,1720,1600,723000
1016 x 305 x 350,1.35,4400,4400,4400,4400,4400,4400,4270,3890,3550,3230,2960,2710,2490,2300,2140,1990,1860,723000
1016 x 305 x 350,1.5,4400,4400,4400,4400,4400,4400,4400,4090,3760,3450,3180,2930,2700,2510,2330,2170,2030,723000
1016 x 305 x 350,1.77,4400,4400,4400,4400,4400,4400,4400,4380,4080,3790,3530,3280,3060,2850,2670,2500,2340,723000
1016 x 305 x 350,2,4400,4400,4400,4400,4400,4400,4400,4400,4300,4040,3780,3550,3320,3120,2930,2760,2600,723000
1016 x 305 x 350,2.5,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4230,4020,3820,3620,3440,3260,3100,723000
1016 x 305 x 314,1,3920,3920,3920,3920,3740,3510,3300,2910,2570,2280,2040,1840,1680,1530,1420,1310,1230,644000
1016 x 305 x 314,1.13,3920,3920,3920,3920,3920,3700,3500,3120,2790,2490,2240,2030,1840,1690,1560,1440,1340,644000
1016 x 305 x 314,1.35,3920,3920,3920,3920,3920,3920,3780,3430,3110,2820,2560,2330,2130,1960,1800,1670,1550,644000
1016 x 305 x 314,1.5,3920,3920,3920,3920,3920,3920,3920,3600,3300,3010,2750,2520,2320,2130,1970,1830,1700,644000
1016 x 305 x 314,1.77,3920,3920,3920,3920,3920,3920,3920,3870,3590,3320,3070,2840,2630,2440,2260,2110,1970,644000
1016 x 305 x 314,2,3920,3920,3920,3920,3920,3920,3920,3920,3790,3540,3300,3070,2860,2670,2500,2340,2190,644000
1016 x 305 x 314,2.5,3920,3920,3920,3920,3920,3920,3920,3920,3920,3920,3710,3500,3310,3120,2950,2780,2630,644000
1016 x 305 x 272,1,3390,3390,3390,3390,3220,3020,2830,2480,2180,1920,1710,1530,1380,1260,1150,1060,989,554000
1016 x 305 x 272,1.13,3390,3390,3390,3390,3370,3190,3010,2670,2370,2100,1880,1680,1520,1380,1260,1160,1080,554000
1016 x 305 x 272,1.35,3390,3390,3390,3390,3390,3390,3250,2940,2650,2380,2140,1940,1760,1600,1470,1350,1240,554000
1016 x 305 x 272,1.5,3390,3390,3390,3390,3390,3390,3380,3090,2810,2550,2310,2100,1920,1750,1600,1480,1360,554000
1016 x 305 x 272,1.77,3390,3390,3390,3390,3390,3390,3390,3320,3060,2820,2590,2370,2180,2010,1850,1710,1580,554000
1016 x 305 x 272,2,3390,3390,3390,3390,3390,3390,3390,3390,3240,3010,2790,2580,2390,2210,2050,1900,1770,554000
1016 x 305 x 272,2.5,3390,3390,3390,3390,3390,3390,3390,3390,3390,3350,3150,2960,2770,2600,2440,2280,2140,554000
1016 x 305 x 249,1,2990,2990,2990,2990,2810,2630,2450,2140,1860,1630,1430,1280,1140,1040,945,869,804,481000
1016 x 305 x 249,1.13,2990,2990,2990,2990,2950,2780,2610,2300,2020,1780,1580,1400,1260,1140,1030,950,881,481000
1016 x 305 x 249,1.35,2990,2990,2990,2990,2990,2980,2830,2540,2270,2030,1810,1620,1460,1320,1200,1090,1000,481000
1016 x 305 x 249,1.5,2990,2990,2990,2990,2990,2990,2950,2680,2420,2180,1960,1760,1590,1440,1310,1200,1100,481000
1016 x 305 x 249,1.77,2990,2990,2990,2990,2990,2990,2990,2890,2650,2420,2200,2000,1820,1660,1520,1390,1280,481000
1016 x 305 x 249,2,2990,2990,2990,2990,2990,2990,2990,2990,2810,2590,2380,2180,2000,1840,1690,1550,1430,481000
1016 x 305 x 249,2.5,2990,2990,2990,2990,2990,2990,2990,2990,2990,2890,2710,2520,2340,2180,2030,1880,1750,481000
1016 x 305 x 222,1,2600,2600,2600,2570,2400,2230,2080,1790,1540,1340,1170,1030,919,826,750,686,632,408000
1016 x 305 x 222,1.13,2600,2600,2600,2600,2520,2360,2220,1940,1680,1470,1290,1140,1010,904,821,752,694,408000
1016 x 305 x 222,1.35,2600,2600,2600,2600,2600,2540,2410,2140,1900,1680,1480,1310,1170,1050,943,857,793,408000
1016 x 305 x 222,1.5,2600,2600,2600,2600,2600,2600,2520,2270,2030,1810,1610,1430,1280,1150,1030,936,856,408000
1016 x 305 x 222,1.77,2600,2600,2600,2600,2600,2600,2600,2450,2230,2020,1820,1630,1470,1330,1200,1090,993,408000
1016 x 305 x 222,2,2600,2600,2600,2600,2600,2600,2600,2580,2380,2170,1970,1790,1620,1480,1340,1220,1120,408000
1016 x 305 x 222,2.5,2600,2600,2600,2600,2600,2600,2600,2600,2600,2440,2260,2090,1920,1770,1630,1500,1380,408000
914 x 419 x 388,1,4690,4690,4690,4690,4690,4690,4660,4400,4160,3910,3670,3440,3220,3020,2830,2660,2500,720000
914 x 419 x 388,1.13,4690,4690,4690,4690,4690,4690,4690,4590,4370,4140,3920,3700,3490,3280,3090,2920,2750,720000
914 x 419 x 388,1.35,4690,4690,4690,4690,4690,4690,4690,4690,4660,4460,4270,4070,3870,3680,3490,3310,3140,720000
914 x 419 x 388,1.5,4690,4690,4690,4690,4690,4690,4690,4690,4690,4640,4460,4280,4100,3910,3730,3560,3390,720000
914 x 419 x 388,1.77,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4590,4430,4270,4100,3940,3780,720000
914 x 419 x 388,2,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4660,4520,4370,4220,4070,720000
914 x 419 x 388,2.5,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4690,4570,720000
914 x 419 x 343,1,4110,4110,4110,4110,4110,4110,4060,3840,3610,3380,3160,2950,2750,2560,2380,2230,2090,626000
914 x 419 x 343,1.13,4110,4110,4110,4110,4110,4110,4110,4000,3800,3590,3380,3180,2980,2790,2610,2450,2300,626000
914 x 419 x 343,1.35,4110,4110,4110,4110,4110,4110,4110,4110,4050,3880,3690,3500,3320,3140,2960,2790,2630,626000
914 x 419 x 343,1.5,4110,4110,4110,4110,4110,4110,4110,4110,4110,4030,3870,3690,3520,3340,3170,3010,2850,626000
914 x 419 x 343,1.77,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110,3980,3820,3660,3500,3350,3200,626000
914 x 419 x 343,2,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110,4030,3890,3740,3600,3450,626000
914 x 419 x 343,2.5,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110,4110,4030,3910,626000
914 x 305 x 576,1,6440,6440,6440,6440,6440,6320,6130,5780,5460,5170,4890,4640,4400,4180,3980,3800,3620,1102000
914 x 305 x 576,1.13,6440,6440,6440,6440,6440,6440,6380,6070,5780,5500,5240,4990,4760,4540,4340,4150,3970,1102000
914 x 305 x 576,1.35,6440,6440,6440,6440,6440,6440,6440,6440,6200,5960,5730,5500,5290,5080,4890,4700,4520,1102000
914 x 305 x 576,1.5,6440,6440,6440,6440,6440,6440,6440,6440,6440,6220,6010,5800,5600,5400,5210,5030,4850,1102000
914 x 305 x 576,1.77,6440,6440,6440,6440,6440,6440,6440,6440,6440,6440,6420,6240,6060,5890,5720,5550,5380,1102000
914 x 305 x 576,2,6440,6440,6440,6440,6440,6440,6440,6440,6440,6440,6440,6440,6380,6230,6070,5920,5760,1102000
914 x 305 x 576,2.5,6440,6440,6440,6440,6440,6440,6440,6440,6440,6440,6440,6440,6440,6440,6440,6440,6420,1102000
914 x 305 x 521,1,6020,6020,6020,6020,6020,5840,5660,5300,4980,4670,4390,4130,3890,3680,3480,3300,3140,982000
914 x 305 x 521,1.13,6020,6020,6020,6020,6020,6020,5900,5580,5280,4990,4720,4470,4230,4010,3810,3620,3450,982000
914 x 305 x 521,1.35,6020,6020,6020,6020,6020,6020,6020,5950,5690,5440,5200,4960,4740,4520,4320,4130,3950,982000
914 x 305 x 521,1.5,6020,6020,6020,6020,6020,6020,6020,6020,5920,5690,5470,5250,5040,4830,4630,4440,4270,982000
914 x 305 x 521,1.77,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,5870,5680,5490,5300,5120,4940,4770,982000
914 x 305 x 521,2,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,5980,5810,5640,5470,5310,5140,982000
914 x 305 x 521,2.5,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,5940,5800,982000
914 x 305 x 474,1,5450,5450,5450,5450,5440,5260,5090,4760,4440,4150,3880,3630,3410,3200,3020,2860,2710,886000
914 x 305 x 474,1.13,5450,5450,5450,5450,5450,5450,5310,5010,4720,4440,4180,3940,3710,3500,3310,3140,2980,886000
914 x 305 x 474,1.35,5450,5450,5450,5450,5450,5450,5450,5350,5100,4860,4620,4390,4170,3970,3780,3590,3420,886000
914 x 305 x 474,1.5,5450,5450,5450,5450,5450,5450,5450,5450,5320,5090,4870,4660,4450,4250,4060,3880,3710,886000
914 x 305 x 474,1.77,5450,5450,5450,5450,5450,5450,5450,5450,5450,5440,5250,5060,4870,4690,4510,4340,4170,886000
914 x 305 x 474,2,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5340,5170,5000,4840,4670,4520,886000
914 x 305 x 474,2.5,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5400,5260,5130,886000
914 x 305 x 425,1,4880,4880,4880,4880,4850,4680,4520,4200,3900,3630,3370,3140,2920,2740,2570,2420,2280,788000
914 x 305 x 425,1.13,4880,4880,4880,4880,4880,4870,4720,4440,4160,3890,3640,3410,3200,3000,2820,2660,2520,788000
914 x 305 x 425,1.35,4880,4880,4880,4880,4880,4880,4880,4750,4510,4270,4040,3820,3610,3410,3230,3060,2900,788000
914 x 305 x 425,1.5,4880,4880,4880,4880,4880,4880,4880,4880,4710,4490,4270,4060,3860,3670,3480,3310,3150,788000
914 x 305 x 425,1.77,4880,4880,4880,4880,4880,4880,4880,4880,4880,4810,4620,4430,4250,4070,3890,3730,3570,788000
914 x 305 x 425,2,4880,4880,4880,4880,4880,4880,4880,4880,4880,4880,4860,4690,4520,4360,4190,4030,3880,788000
914 x 305 x 425,2.5,4880,4880,4880,4880,4880,4880,4880,4880,4880,4880,4880,4880,4880,4860,4720,4580,4450,788000
914 x 305 x 381,1,4340,4340,4340,4340,4290,4140,3990,3690,3410,3140,2900,2680,2480,2310,2160,2020,1900,697000
914 x 305 x 381,1.13,4340,4340,4340,4340,4340,4310,4170,3900,3640,3380,3140,2920,2720,2540,2380,2230,2100,697000
914 x 305 x 381,1.35,4340,4340,4340,4340,4340,4340,4340,4190,3960,3730,3500,3290,3090,2900,2730,2570,2430,697000
914 x 305 x 381,1.5,4340,4340,4340,4340,4340,4340,4340,4340,4140,3930,3720,3510,3320,3130,2960,2800,2640,697000
914 x 305 x 381,1.77,4340,4340,4340,4340,4340,4340,4340,4340,4340,4220,4040,3850,3670,3490,3320,3160,3010,697000
914 x 305 x 381,2,4340,4340,4340,4340,4340,4340,4340,4340,4340,4340,4260,4090,3920,3760,3600,3440,3290,697000
914 x 305 x 381,2.5,4340,4340,4340,4340,4340,4340,4340,4340,4340,4340,4340,4340,4340,4220,4080,3950,3810,697000
914 x 305 x 345,1,4070,4070,4070,4070,3990,3840,3690,3390,3110,2840,2600,2380,2190,2020,1880,1750,1640,626000
914 x 305 x 345,1.13,4070,4070,4070,4070,4070,4000,3870,3600,3330,3070,2830,2610,2410,2230,2070,1930,1810,626000
914 x 305 x 345,1.35,4070,4070,4070,4070,4070,4070,4070,3870,3640,3400,3170,2950,2750,2560,2390,2240,2100,626000
914 x 305 x 345,1.5,4070,4070,4070,4070,4070,4070,4070,4020,3810,3590,3370,3160,2960,2770,2600,2440,2290,626000
914 x 305 x 345,1.77,4070,4070,4070,4070,4070,4070,4070,4070,4070,3880,3680,3490,3300,3120,2940,2780,2630,626000
914 x 305 x 345,2,4070,4070,4070,4070,4070,4070,4070,4070,4070,4070,3900,3720,3550,3370,3210,3040,2890,626000
914 x 305 x 345,2.5,4070,4070,4070,4070,4070,4070,4070,4070,4070,4070,4070,4070,3980,3830,3680,3530,3390,626000
914 x 305 x 313,1,3610,3610,3610,3610,3530,3390,3250,2980,2710,2460,2230,2030,1850,1700,1570,1460,1360,548000
914 x 305 x 313,1.13,3610,3610,3610,3610,3610,3540,3410,3160,2900,2660,2430,2220,2040,1870,1730,1600,1490,548000
914 x 305 x 313,1.35,3610,3610,3610,3610,3610,3610,3610,3410,3180,2960,2740,2530,2330,2160,2000,1860,1730,548000
914 x 305 x 313,1.5,3610,3610,3610,3610,3610,3610,3610,3550,3340,3130,2920,2720,2520,2340,2180,2030,1900,548000
914 x 305 x 313,1.77,3610,3610,3610,3610,3610,3610,3610,3610,3580,3390,3200,3010,2830,2650,2480,2330,2190,548000
914 x 305 x 313,2,3610,3610,3610,3610,3610,3610,3610,3610,3610,3570,3400,3230,3050,2880,2720,2560,2420,548000
914 x 305 x 313,2.5,3610,3610,3610,3610,3610,3610,3610,3610,3610,3610,3610,3600,3450,3300,3150,3010,2870,548000
914 x 305 x 289,1,3340,3340,3340,3340,3260,3120,2990,2730,2480,2240,2020,1830,1660,1520,1400,1290,1200,504000
914 x 305 x 289,1.13,3340,3340,3340,3340,3340,3260,3140,2900,2660,2420,2200,2000,1830,1670,1540,1420,1320,504000
914 x 305 x 289,1.35,3340,3340,3340,3340,3340,3340,3340,3130,2920,2700,2490,2280,2100,1930,1780,1650,1530,504000
914 x 305 x 289,1.5,3340,3340,3340,3340,3340,3340,3340,3260,3070,2860,2660,2460,2270,2100,1950,1800,1680,504000
914 x 305 x 289,1.77,3340,3340,3340,3340,3340,3340,3340,3340,3290,3110,2920,2740,2560,2380,2220,2080,1940,504000
914 x 305 x 289,2,3340,3340,3340,3340,3340,3340,3340,3340,3340,3280,3110,2940,2770,2600,2440,2290,2150,504000
914 x 305 x 289,2.5,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3290,3140,2990,2850,2700,2570,504000
914 x 305 x 271,1,3120,3120,3120,3120,3040,2910,2790,2540,2300,2060,1860,1670,1520,1380,1270,1170,1080,472000
914 x 305 x 271,1.13,3120,3120,3120,3120,3120,3040,2930,2700,2470,2240,2030,1840,1670,1520,1400,1280,1190,472000
914 x 305 x 271,1.35,3120,3120,3120,3120,3120,3120,3120,2920,2710,2500,2300,2100,1920,1760,1620,1490,1380,472000
914 x 305 x 271,1.5,3120,3120,3120,3120,3120,3120,3120,3040,2850,2650,2460,2260,2080,1920,1770,1640,1510,472000
914 x 305 x 271,1.77,3120,3120,3120,3120,3120,3120,3120,3120,3060,2880,2700,2520,2350,2180,2030,1880,1760,472000
914 x 305 x 271,2,3120,3120,3120,3120,3120,3120,3120,3120,3120,3050,2880,2720,2550,2390,2230,2090,1950,472000
914 x 305 x 271,2.5,3120,3120,3120,3120,3120,3120,3120,3120,3120,3120,3120,3050,2900,2760,2610,2470,2340,472000
914 x 305 x 253,1,2890,2890,2890,2890,2810,2690,2570,2340,2100,1880,1690,1520,1370,1240,1140,1040,967,436000
914 x 305 x 253,1.13,2890,2890,2890,2890,2890,2810,2700,2480,2260,2050,1850,1670,1510,1370,1250,1150,1060,436000
914 x 305 x 253,1.35,2890,2890,2890,2890,2890,2890,2880,2690,2490,2290,2090,1910,1740,1580,1450,1330,1230,436000
914 x 305 x 253,1.5,2890,2890,2890,2890,2890,2890,2890,2800,2620,2430,2240,2060,1890,1730,1590,1460,1350,436000
914 x 305 x 253,1.77,2890,2890,2890,2890,2890,2890,2890,2890,2820,2650,2480,2300,2130,1970,1820,1690,1560,436000
914 x 305 x 253,2,2890,2890,2890,2890,2890,2890,2890,2890,2890,2800,2640,2480,2320,2160,2010,1870,1740,436000
914 x 305 x 253,2.5,2890,2890,2890,2890,2890,2890,2890,2890,2890,2890,2890,2790,2650,2510,2370,2230,2100,436000
914 x 305 x 238,1,2710,2710,2710,2710,2630,2510,2400,2170,1950,1740,1550,1390,1250,1130,1030,942,870,406000
914 x 305 x 238,1.13,2710,2710,2710,2710,2710,2630,2520,2310,2100,1890,1700,1520,1370,1240,1130,1030,956,406000
914 x 305 x 238,1.35,2710,2710,2710,2710,2710,2710,2690,2510,2320,2120,1930,1750,1590,1440,1310,1200,1100,406000
914 x 305 x 238,1.5,2710,2710,2710,2710,2710,2710,2710,2620,2440,2260,2070,1890,1720,1570,1440,1320,1210,406000
914 x 305 x 238,1.77,2710,2710,2710,2710,2710,2710,2710,2710,2630,2460,2290,2120,1950,1800,1660,1520,1410,406000
914 x 305 x 238,2,2710,2710,2710,2710,2710,2710,2710,2710,2710,2610,2450,2290,2130,1980,1830,1700,1570,406000
914 x 305 x 238,2.5,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2710,2590,2450,2300,2160,2030,1900,406000
914 x 305 x 224,1,2520,2520,2520,2520,2440,2330,2220,2010,1790,1590,1410,1260,1130,1020,923,844,777,376000
914 x 305 x 224,1.13,2520,2520,2520,2520,2520,2440,2340,2140,1930,1740,1550,1380,1240,1120,1010,926,855,376000
914 x 305 x 224,1.35,2520,2520,2520,2520,2520,2520,2500,2320,2140,1950,1760,1590,1440,1300,1180,1070,977,376000
914 x 305 x 224,1.5,2520,2520,2520,2520,2520,2520,2520,2430,2260,2080,1900,1720,1560,1420,1290,1180,1080,376000
914 x 305 x 224,1.77,2520,2520,2520,2520,2520,2520,2520,2520,2430,2270,2100,1940,1780,1630,1490,1360,1250,376000
914 x 305 x 224,2,2520,2520,2520,2520,2520,2520,2520,2520,2520,2410,2250,2100,1940,1790,1650,1520,1400,376000
914 x 305 x 224,2.5,2520,2520,2520,2520,2520,2520,2520,2520,2520,2520,2510,2380,2240,2100,1960,1830,1710,376000
914 x 305 x 201,1,2210,2210,2210,2210,2120,2020,1930,1730,1530,1350,1190,1050,931,834,753,686,628,325000
914 x 305 x 201,1.13,2210,2210,2210,2210,2200,2120,2030,1840,1660,1470,1300,1150,1030,917,826,754,693,325000
